Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
thief2_68cceacb		But it must have been the wind.	game/script.rpy	3530	"[what]"
thief2_c4c4a7d5		The three of you lay there for a long time, watching the chest.	game/script.rpy	3532	"[what]"
thief2_4fd25c20	go	Wait a moment.	game/script.rpy	3534	go "[what]"
thief2_7a7664a6	go	Was there... someone else here?	game/script.rpy	3535	go "[what]"
thief2_0a6b7748	pov	I don't think so.	game/script.rpy	3536	pov "[what]"
thief2_70cd8fae	sh	Just us three. You, me and [povname].	game/script.rpy	3537	sh "[what]"
thief2_2da0aa11	go	For some reason I thought...	game/script.rpy	3538	go "[what]"
thief2_dc842cb6		The goose-girl looked around.	game/script.rpy	3539	"[what]"
thief2_941ad0bc		After some searching she found a hunter's rifle, lying unused under the bush.	game/script.rpy	3540	"[what]"
thief2_759ca411	sh	How odd.	game/script.rpy	3541	sh "[what]"
thief2_2abf6956	go	I - Does this rifle look... familiar to you?	game/script.rpy	3542	go "[what]"
thief2_37a4650f	sh	No. No, I don't think so.	game/script.rpy	3543	sh "[what]"
thief2_af537d01		The goose-girl rubbed her head.	game/script.rpy	3544	"[what]"
thief2_961fb211	go	No, you're right. I don't know what I was thinking. I've never seen it before.	game/script.rpy	3545	go "[what]"
thief2_181732a6		None of you had ever seen it before.	game/script.rpy	3546	"[what]"
thief2_a4e12de4		There were footprints on the ground leading to it. But no-one stood there except the three of you.	game/script.rpy	3547	"[what]"
thief2_5dc2ef43		It was always just the three of you.	game/script.rpy	3548	"[what]"
thief2_9e639149		You lapsed into an uneasy silence as you went back to watching the chest.	game/script.rpy	3554	"[what]"
thief2_8d4432eb		The silence stretched on for a long moment.	game/script.rpy	3555	"[what]"
thief2_d00d8ec7		The area around the house was still, and empty.	game/script.rpy	3556	"[what]"
thief2_4fa23540		The clouds slowly passed over the moon.	game/script.rpy	3557	"[what]"
thief2_eef7ef5d	sh	I think we'd better check the traps. Make sure they're working.	game/script.rpy	3558	sh "[what]"
thief2_3c57c042		The two of you slowly crawled up to the chest.	game/script.rpy	3561	"[what]"
thief2_a2156b05	sh	Maybe we should have brought more people along. It's a little spooky with just the two of us.	game/script.rpy	3562	sh "[what]"
thief2_dce72663		It was always just the two of you.	game/script.rpy	3563	"[what]"
thief2_2690fc2f		The Sparrow Herder looked over the traps.	game/script.rpy	3564	"[what]"
thief2_e3e97e8d	sh	Yep, they're all still there.	game/script.rpy	3565	sh "[what]"
thief2_26a994dd		You looked around at the cottage.	game/script.rpy	3566	"[what]"
thief2_70dc0fb5	pov	How long has this old house stood here?	game/script.rpy	3567	pov "[what]"
thief2_80cbeea3		The abandoned house loomed over you.	game/script.rpy	3568	"[what]"
thief2_134c8bb3		The lights were on, but it was silent and empty.	game/script.rpy	3569	"[what]"
thief2_71b5c65a	sh	No idea.	game/script.rpy	3570	sh "[what]"
thief2_4b9240c7	sh	Not sure who owns it. Must have been before my time.	game/script.rpy	3571	sh "[what]"
thief2_f29828c2		Who could say how long it had lain deserted?	game/script.rpy	3572	"[what]"
thief2_9a46459a		You saw some stray goosefeathers lying in the dirt. Nothing beside remained.	game/script.rpy	3573	"[what]"
thief2_4c878ed7	sh	I-I think this might have been a mistake.	game/script.rpy	3574	sh "[what]"
thief2_bfd999c3	sh	Let's head back to the village. Come on.	game/script.rpy	3575	sh "[what]"
thief2_4721173a		The trees shivered in the wind. In the distance, you heard a noise.	game/script.rpy	3576	"[what]"
thief2_626020ff		Almost like howling.	game/script.rpy	3577	"[what]"
thief2_9b6f85ef		You and your pig stood alone in the empty clearing.	game/script.rpy	3581	"[what]"
thief2_df41aef7		You stood alone in the empty clearing.	game/script.rpy	3583	"[what]"
thief2_bbae34d5		It had always been just you.	game/script.rpy	3584	"[what]"
thief2_4e086cab		No-one stood beside you. The clouds were over the moon. The wind bit into you with cold certainty.	game/script.rpy	3585	"[what]"
thief2_bfe19417		You felt something grab your hand.	game/script.rpy	3586	"[what]"
thief2_6ac9a701	t	Run.	game/script.rpy	3587	t "[what]"
thief2_bb65a194		The thief wrenched your arm and ran with you, away from the abandoned cottage and into the forest.	game/script.rpy	3588	"[what]"
thief2_99ec806d		Your pig ran after you but was soon lost to sight in the darkness.	game/script.rpy	3590	"[what]"
thief2_43d8b018		You ran over hill and dale, through the shrubs and thorns and tangled thickets, twisting this way and that.	game/script.rpy	3591	"[what]"
thief2_e3127740		The thief ran like a wild thing, like they were being pursued. They held tight to your hand the whole way, and you heard their mad laughter in the darkness as the trees writhed around you like tormented spirits.	game/script.rpy	3592	"[what]"
thief2_04bf6c52		They took a whistle from their pocket and blew on it, making a harsh, shrill whine echo through the forest.	game/script.rpy	3593	"[what]"
thief2_47fb86d4		At first there was silence.	game/script.rpy	3594	"[what]"
thief2_9f2db760		Then, you heard an answering whistle, deep and loud enough to deafen you.	game/script.rpy	3595	"[what]"
thief2_8b2a9e32		A brilliant light shone through the space between the trees. There was the sound of thundering wheels.	game/script.rpy	3596	"[what]"
thief2_0ae9bcd0			game/script.rpy	3600	"[what]"
thief2_53e95615		A train crashed through the bush, twisting and bending in impossible ways to fit between the trees.	game/script.rpy	3604	"[what]"
thief2_c1927455		It was swarming with wild and chaotic shapes of all manner of monsters, and you could see a team of things holding onto the front and laying tracks in front of the train as fast as they could as it swerved through the forest.	game/script.rpy	3605	"[what]"
thief2_7a60b370	t	Grab on!	game/script.rpy	3606	t "[what]"
thief2_83e06a24		The thief pushed you up to grab onto the side of the carriage, then you reached down and pulled them up beside you.	game/script.rpy	3607	"[what]"
thief2_89dfa693		The train whistled with full force, gathering speed until it burst out of the trees and into a wide open field.	game/script.rpy	3608	"[what]"
thief2_daa06a22		You lay there in silence, watching the chest.	game/script.rpy	3612	"[what]"
thief2_318c7f99		A fly landed on it.	game/script.rpy	3613	"[what]"
thief2_8d61438d		One of the geese waddled up and began to lick it.	game/script.rpy	3614	"[what]"
thief2_0b680df2	go	Wait a second...	game/script.rpy	3615	go "[what]"
thief2_07fe002d		The goose-girl crawled out and cautiously dragged a finger over the chest, then stuck it in her mouth.	game/script.rpy	3616	"[what]"
thief2_72f90653	go	It's... icing!	game/script.rpy	3617	go "[what]"
thief2_bbcebfce		The entire chest had been replaced with a massive cake, baked to look exactly like the chest in every detail.	game/script.rpy	3618	"[what]"
thief2_b48baa89		You tested the traps to find that they were now all made out of carefully crafted fondant.	game/script.rpy	3620	"[what]"
thief2_47dd1289		You pulled at the tripwires to discover that every can was now a perfect cake replica of a tin can made from sponge and fondant.	game/script.rpy	3622	"[what]"
thief2_f9eb6a8a		You cut open the cake to find a fine meringue goose inside.	game/script.rpy	3624	"[what]"
thief2_69a13736		The smell of chocolate wafted from behind you. You turned in horror.	game/script.rpy	3625	"[what]"
thiefCake_5880d1fa	go	NoOOoOOOOOOOOOOoooOOOOOOOOOO OOOOOOOoOOOOOOOOOoOOOOOOOOOOO OOOOOOOOOOOOOOOOOOOOOOOOOOOOO OOOOOOOOOOoOOOOoOOOOOOOOOOOOO OOOOooOOOOOOOOOoooOOOOOOOOOOO OOOOOOOOOOoooOOOOOOOoooOOOOOO OOOOoOOOooOOOOOOOOOOOOOOOOOOO!	game/script.rpy	3633	go "[what]"
thiefCake_3d02b155	sh	NOOOooooOOOOoOOOOOOOOOOoOOOOO OOOOOOoOOOOOOOOOOOooOOOOOOOOO OOOOOOOOOooOOOOOOOoOOOOOOooOO OOOOOOOOOOOOOOoOOOoOOOOOOOOOO OOOOOOOOOOOoOOOOOoOOOOOOOOOOO OOOOOOOOOOOOOoOOoOOOOOOOooOOO OOoOOOOOOOOOOOOOOoOOOOoOOOOOO!	game/script.rpy	3640	sh "[what]"
thiefCake_58951182	h	NooOOOOOOOOOOOOoOOOOOOOOOOOOOOO OOOOOOOOOOOOOoooOOOoOOOOOOOOO OOOOoOOOOoOOOOOOOOOOOOOOOOOOO OOOoOOOOOOOooOOOOOOOOOOOOOOOO OOOOOOOOOOoOOOOOOOOOoOOOOOOOO OOoooOOOOOoOOOOOOOOOOOOoOOOOO OOOOOOOoOOOOOoOoOOOOOOOOoOOOO!	game/script.rpy	3647	h "[what]"
thiefCake_cf13883a	pov	NOooOOOOoOOoOOOOOOOoOOOOOOOOOO OOOooOOOOooOOOOOOOOoOOOOOOOOO OOOOOoOOOOooOOOOOOooOOOOOOOOO OOOOOOOOOOOOOOOOOOOOOOOOoOOOO OOOOOOOOOOooOOOOOOOOOOOOOOOOO OOOOOOOOOoOOOOOOoOOOOOOOooOOO OOOOOOOoOOOOOOOoOOOOOOOOOOOOO!	game/script.rpy	3654	pov "[what]"
thiefCake_39ab5e1f		The pig leapt from your hands and began snuffling around in the grass. It soon began sniffing at the Echidna, grunting with suspicion.	game/script.rpy	3666	"[what]"
thiefCake_f41f1995	echidna2	Looks like the jig is up!	game/script.rpy	3667	echidna2 "[what]"
thiefCake_35bb3a46		You leapt for the Echidna, but it backflipped away just in time.	game/script.rpy	3668	"[what]"
thiefCake_7acf6976		Laughing maniacally, it ripped off its mask to reveal none other than the Master Thief.	game/script.rpy	3669	"[what]"
thiefCake_b6f52605	t	That's right, it was I all along! I have stolen the eyes of Heaven and the hands of G-d, and now I use those eyes and hands to wreak mischief upon this cursed earth!	game/script.rpy	3670	t "[what]"
thiefCake_48499982	h	Stop them!	game/script.rpy	3671	h "[what]"
thiefCake_014c0169		The thief fled into the forest, with you and the loyal pig sprinting after.	game/script.rpy	3672	"[what]"
thiefCake_e19455f5		You grabbed a slice of the chest cake to present to the local magistrate.	game/script.rpy	3675	"[what]"
thiefCake_4e7d5803		The goose hissed at your foolishness, then continued devouring the chest.	game/script.rpy	3676	"[what]"
thiefCake_66acd049		You looked around wildly.	game/script.rpy	3680	"[what]"
thiefCake_10a2892c	echidna2	What a shame. Oh well! I'd best be off.	game/script.rpy	3681	echidna2 "[what]"
thiefCake_a235377a	pov	Wait just a second!	game/script.rpy	3682	pov "[what]"
thiefCake_35bb3a46_1		You leapt for the Echidna, but it backflipped away just in time.	game/script.rpy	3683	"[what]"
thiefCake_7acf6976_1		Laughing maniacally, it ripped off its mask to reveal none other than the Master Thief.	game/script.rpy	3684	"[what]"
thiefCake_d3e0bf31	t	That's right, it was I all along! I have stolen the eyes of Heaven and the hands of G-d, and now I use those eyes and hands to wreak mischief and misery upon this cursed earth!	game/script.rpy	3685	t "[what]"
thiefCake_48499982_1	h	Stop them!	game/script.rpy	3686	h "[what]"
thiefCake_bd362d8e		The thief fled into the forest.	game/script.rpy	3687	"[what]"
thiefChase2_3ab599a0		The thief led you on a merry chase, until you were deep into the forest with all the others behind you.	game/script.rpy	3698	"[what]"
thiefChase2_0826f66c		You slowly closed the distance, until you finally leapt forward and grabbed their cloak.	game/script.rpy	3699	"[what]"
thiefChase2_db11b73b		You ran deep into the forest, planning to lay an ambush for the thief. Soon, you left the others far behind.	game/script.rpy	3703	"[what]"
thiefChase2_dd7dd318		You lay in wait behind a bush until you heard their running footsteps. Then you leapt out and grabbed them.	game/script.rpy	3704	"[what]"
thiefChase2_e762de05		The pig chased after them furiously, grunting pig curses at the fleeing figure.	game/script.rpy	3706	"[what]"
thiefChase2_7d133778		You hid behind the bushes and lay in wait until you heard the thief's footsteps. Then you leapt out and grabbed them as your pig squealed in triumph.	game/script.rpy	3709	"[what]"
thiefChase2_989e2342		As you pulled at their cloak, it came away with a tearing sound, and the figure before you fell apart into dust.	game/script.rpy	3711	"[what]"
thiefChase2_9e21c2d2		It was nothing more than a pile of dead leaves and mud, carefully posed to look like the Master Thief using a series of pulleys and wires.	game/script.rpy	3712	"[what]"
thiefChase2_8ce812b1		A slow clap echoed behind you.	game/script.rpy	3713	"[what]"
thiefChase2_3b7eb834	t	Well done, friend.	game/script.rpy	3714	t "[what]"
thiefChase2_14ef7584		The ornery goose you hid in the chest was now perched on their right shoulder, wearing a thief's mask and honking smugly.	game/script.rpy	3716	"[what]"
thiefChase2_59919e08		They casually munched on a frosted bear trap.	game/script.rpy	3718	"[what]"
thiefChase2_3b47ec29		They tossed you a small cake in the shape of a tin can.	game/script.rpy	3720	"[what]"
thiefChase2_d81a4b21		The thief's long, thin fingers toyed with some of the shiny rocks from the chest.	game/script.rpy	3721	"[what]"
thiefChase2_8ef6c996		Your pig oinked at them, moving to protect you.	game/script.rpy	3723	"[what]"
thiefChase2_51ff9ab5	pov	You! Give me back my stuff!	game/script.rpy	3725	pov "[what]"
thiefChase2_dff2b508		They laughed. As if from nowhere, your loaf of bread appeared in their hands. They tossed it up in the air, and before you could blink it had disappeared again.	game/script.rpy	3726	"[what]"
thiefChase2_c2e3f675	t	I'll give it all back in time, don't worry. But first, I have an offer for you.	game/script.rpy	3727	t "[what]"
thiefChase2_0a3d73d8	t	You gave me quite the chase. I have an offer you may be interested in.	game/script.rpy	3729	t "[what]"
thiefChase2_65575a59	t	You see, I've heard of you. They say you run wild over the hills, doing as you please and living in contempt of the law.	game/script.rpy	3731	t "[what]"
thiefChase2_5b1a19c0	t	You see, I've heard of you. They say you're a good little Christian, and you always do as you're told.	game/script.rpy	3733	t "[what]"
thiefChase2_45e02a38	t	Why not change that?	game/script.rpy	3734	t "[what]"
thiefChase2_f3b0bb7f	t	You see, I've heard of you. They say you're a strange one. You lurk out late at night and scare people.	game/script.rpy	3736	t "[what]"
thiefChase2_ea3d1225	t	I know you live near the Mushroom, who has riches nearing those of the King of Kings.	game/script.rpy	3737	t "[what]"
thiefChase2_eaca624e	t	I plan to go there tonight and take her for all she's worth. Want to join?	game/script.rpy	3738	t "[what]"
thiefChase2_0f7de828	t	I'll give you all your things back. Promise.	game/script.rpy	3740	t "[what]"
thiefConvo_0ba00012	pov	But isn't that wrong and evil?	game/script.rpy	3748	pov "[what]"
thiefConvo_c7ba7692	t	Of course!	game/script.rpy	3749	t "[what]"
thiefConvo_f500332c	t	I was born evil, and I've only gotten more evil every day I'm alive.	game/script.rpy	3750	t "[what]"
thiefConvo_19b77d74	t	But don't worry, the Mushroom cares nothing for money. It'll get much better use in our pockets.	game/script.rpy	3751	t "[what]"
thiefConvo_583c021b	t	Wonderful! This will be a caper for the books.	game/script.rpy	3755	t "[what]"
thiefConvo_76eba48f	t	You'd best be careful, though. I'm rotten to the core, and I'm sure to betray you sooner or later.	game/script.rpy	3756	t "[what]"
thiefConvo_583c021b_1	t	Wonderful! This will be a caper for the books.	game/script.rpy	3759	t "[what]"
thiefConvo_76eba48f_1	t	You'd best be careful, though. I'm rotten to the core, and I'm sure to betray you sooner or later.	game/script.rpy	3760	t "[what]"
thiefConvo_a4e14029	t	Aha, I knew you'd see things my - wait, what did you say?	game/script.rpy	3763	t "[what]"
thiefConvo_ef053b50		Before they could react, you slipped away from them and ran away into the woods, heading for the Mushroom's house.	game/script.rpy	3766	"[what]"
thiefConvo_65319140		Soon you stood knocking at the Mushroom's door, panting for breath and covered in scrapes from the journey.	game/script.rpy	3769	"[what]"
thief3_f990fe5f		The thief strode ahead on their long, long legs, and you had to run to keep up. Their nimble fingers were constantly moving, grabbing leaves off the trees or small rocks from the ground to fiddle with, and they couldn't seem to keep a single part of their body still for even a second.	game/script.rpy	3775	"[what]"
thief3_75ae810c		Your pig trotted along beside you.	game/script.rpy	3777	"[what]"
thief3_76078d80		The night grew dark.	game/script.rpy	3780	"[what]"
thief3_35315355		You walked past a river.	game/script.rpy	3783	"[what]"
thief3_4e10a809		You walked past a rocky coast.	game/script.rpy	3786	"[what]"
thief3_b457761d		You walked past the ruins of the 6th age, a grim reminder of the inevitable destruction fast approaching your world.	game/script.rpy	3789	"[what]"
thief3_d98cc881		You walked past a tree.	game/script.rpy	3792	"[what]"
thief3_02217a1f	t	So, tell me about yourself. Got a family? A pet? Likes, dislikes, hobbies, dreams, nightmares? If you were stranded on a desert island, which limb would you gnaw off first?	game/script.rpy	3793	t "[what]"
thiefConvo3_ce0066d1	t	 	game/script.rpy	3801	t "[what]" nointeract
thiefConvo3_3ee2f42f	pov	I have a family. 12 brothers and sisters. No mother anymore, though. She was driven into the grave by my wicked ways.	game/script.rpy	3806	pov "[what]"
thiefConvo3_6ba16039	t	My condolences and/or congratulations!	game/script.rpy	3807	t "[what]"
thiefConvo3_cddf20c3	pov	I have a family. 12 brothers and sisters. No mother anymore	game/script.rpy	3809	pov "[what]"
thiefConvo3_16227ff6	t	How prolific your mother is! It must be hard to get a word in edgewise.	game/script.rpy	3810	t "[what]"
thiefConvo3_4ea8744e	t	I have no family, of course. One day a horned toad sat on a magpie egg and I popped out fully formed.	game/script.rpy	3811	t "[what]"
thiefConvo3_ae9218af	t	I stole my first breath of air, then I stole these hands and these legs and this body of mine, and I've been stealing ever since.	game/script.rpy	3812	t "[what]"
thiefConvo3_da1ccc18	pov	Well, because of you I have this pet pig now.	game/script.rpy	3818	pov "[what]"
thiefConvo3_bcb3b21b		The pig leapt into your arms and oinked at the thief with great malice.	game/script.rpy	3819	"[what]"
thiefConvo3_7afb643f	t	Gregory! You would abandon me, after all the schemes we've pulled together?	game/script.rpy	3820	t "[what]"
thiefConvo3_ace214b0	p1	Oink.	game/script.rpy	3821	p1 "[what]"
thiefConvo3_071b79d8	t	Oh, I can't stay mad at you, you silver-tongued devil. Come here.	game/script.rpy	3822	t "[what]"
thiefConvo3_b5edef6d		The thief patted the pig's head while it grunted cheerfully.	game/script.rpy	3823	"[what]"
thiefConvo3_bcbea57d	pov	No pets. I'd love to have one someday, though.	game/script.rpy	3828	pov "[what]"
thiefConvo3_fd83389d	t	Do what I do. Talk with the magpies, and the rats, and the possums on the roof. You'll never be lonely again.	game/script.rpy	3829	t "[what]"
thiefConvo3_bf24011d		They tossed up a hunk of bread, and a kookaburra swooped down and grabbed it out of the air.	game/script.rpy	3830	"[what]"
thiefConvo3_7d8786a0	pov	Well, I like reading.	game/script.rpy	3835	pov "[what]"
thiefConvo3_f006d48a	t	Interesting. I never learned.	game/script.rpy	3836	t "[what]"
thiefConvo3_47015250	t	Too busy, you know. Schemes and such.	game/script.rpy	3837	t "[what]"
thiefConvo3_7b2df0b9	pov	Well, I can recommend it.	game/script.rpy	3838	pov "[what]"
thiefConvo3_8d8dc989	t	Perhaps I'll try it, if I can find the time.	game/script.rpy	3839	t "[what]"
thiefConvo3_cead46b7	pov	I dreamt I had a dad, once. That was nice.	game/script.rpy	3843	pov "[what]"
thiefConvo3_614ce95d	t	Interesting. I dreamt the same thing.	game/script.rpy	3844	t "[what]"
thiefConvo3_d27c9710	t	More of a nightmare, really.	game/script.rpy	3845	t "[what]"
thiefConvo3_2ad335c6	pov	I've had this dream many times. I find myself in the middle of the forest. There is a great crowd around me, but I know someone is missing.	game/script.rpy	3850	pov "[what]"
thiefConvo3_1b409eae	pov	I look down, and I realise I have no hands. Then I look down, and realise I have no feet.	game/script.rpy	3851	pov "[what]"
thiefConvo3_df00f149	pov	I always know what will happen next. I will look up, into the space between the trees. I am terrified, but I can't stop myself from doing it.	game/script.rpy	3852	pov "[what]"
thiefConvo3_89a27129	pov	I know I will see something there. Waiting for me. In the dream, I know what it is. I know what will happen when I see it.	game/script.rpy	3854	pov "[what]"
thiefConvo3_558c674a	pov	I look up.	game/script.rpy	3855	pov "[what]"
thiefConvo3_ea372f89	pov	I wake up screaming. I never remember what I saw there. Until I have the dream again.	game/script.rpy	3856	pov "[what]"
thiefConvo3_11262a1a		There was a long pause.	game/script.rpy	3857	"[what]"
thiefConvo3_ee41ca95	t	Well!	game/script.rpy	3858	t "[what]"
thiefConvo3_a6ce3a56	t	Once I had a nightmare I was chased by clowns.	game/script.rpy	3859	t "[what]"
thiefConvo3_36d8684b	pov	I think I would gnaw off an arm first.	game/script.rpy	3865	pov "[what]"
thiefConvo3_11320949	t	What? No, I could never. You need that arm for survival!	game/script.rpy	3866	t "[what]"
thiefConvo3_e73cd59e		They flexed their long, slender fingers.	game/script.rpy	3867	"[what]"
thiefConvo3_050e26d0	t	This is my money-maker. If I lose it, I'm finished.	game/script.rpy	3868	t "[what]"
thiefConvo3_ff5764b1	t	Alright, suit yourself.	game/script.rpy	3872	t "[what]"
thiefWatchThis_5e4feaad	t	Watch this!	game/script.rpy	3876	t "[what]"
thiefWatchThis_791a5137		They caught hold of a tree bough and spun around on it, then leapt off and landed on one foot on a nearby branch, balancing precariously.	game/script.rpy	3877	"[what]"
thiefWatchThis_75f0dd3f	t	Eh? Eh?	game/script.rpy	3881	t "[what]" nointeract
thiefWatchThis_bc1329df	t	Thank you, thank you!	game/script.rpy	3884	t "[what]"
thiefWatchThis_b5f1225a		They bowed, blew you a kiss, then drew roses out of the cuffs of their coat and tossed them out to an imaginary audience. Then they leapt down.	game/script.rpy	3885	"[what]"
thiefWatchThis_20323ed0	t	Anyway, enough of my talents for now. We're here!	game/script.rpy	3886	t "[what]"
thiefWatchThis_e7906db8	t	The goblins taught me.	game/script.rpy	3888	t "[what]"
thiefWatchThis_978ec80a		They leapt off the branch and landed with perfect poise, posing dramatically.	game/script.rpy	3889	"[what]"
thiefWatchThis_20323ed0_1	t	Anyway, enough of my talents for now. We're here!	game/script.rpy	3890	t "[what]"
thiefWatchThis_bae7293a	t	What? Come on, that was great!	game/script.rpy	3892	t "[what]"
thiefWatchThis_069e9715		The thief sprang from the branch, performed a triple backflip and then landed on their hands. They looked at you expectantly, panting.	game/script.rpy	3893	"[what]"
thiefWatchThis_4c77d693	t	How about that!	game/script.rpy	3897	t "[what]" nointeract
thiefWatchThis_7303f100	t	What the - you're crazy. Come on, you must be out of your mind, that was amazing. You just don't know talent when you see it.	game/script.rpy	3901	t "[what]"
thiefWatchThis_a0395a18		They got back to their feet and sulked for the rest of the journey.	game/script.rpy	3902	"[what]"
thiefWatchThis_7f766016		Eventually, they brightened up as you approached your goal.	game/script.rpy	3903	"[what]"
thiefWatchThis_43f37e69	t	Alright. Never mind all that, then. We're here!	game/script.rpy	3904	t "[what]"
thiefWatchThis_0a242a58	t	Hmph. Acceptable. Thank you.	game/script.rpy	3906	t "[what]"
thiefWatchThis_29419f15		They twisted over onto their feet.	game/script.rpy	3907	"[what]"
thiefWatchThis_20323ed0_2	t	Anyway, enough of my talents for now. We're here!	game/script.rpy	3908	t "[what]"
thiefWatchThis_9011c378	t	Thank you! Thank you!	game/script.rpy	3910	t "[what]"
thiefWatchThis_99ef07fb	t	Now this is the praise I deserve.	game/script.rpy	3911	t "[what]"
thiefWatchThis_29419f15_1		They twisted over onto their feet.	game/script.rpy	3912	"[what]"
thiefWatchThis_20323ed0_3	t	Anyway, enough of my talents for now. We're here!	game/script.rpy	3913	t "[what]"
thiefWatchThis_4c0b22f6		The colossal roots of the Mushroom's strangler fig rose above you. The pig sniffed at them suspiciously.	game/script.rpy	3917	"[what]"
thiefWatchThis_9791e92d		The colossal roots of the Mushroom's strangler fig rose above you.	game/script.rpy	3919	"[what]"
thiefWatchThis_30708839	t	Alright. Here's the job.	game/script.rpy	3920	t "[what]"
thiefWatchThis_2486221c		They drew a floor plan in the dirt.	game/script.rpy	3921	"[what]"
thiefWatchThis_12f6c988	t	The treasure is in the central chamber, here. The front door can only be opened with a password.	game/script.rpy	3922	t "[what]"
thiefWatchThis_7edd04fa	t	There's another entrance up through the canopy, guarded by banksia boys.	game/script.rpy	3923	t "[what]"
thiefWatchThis_16a1fab9	t	Or we could try to get in here, through an underground river patrolled by an old crocodile.	game/script.rpy	3924	t "[what]"
thiefWatchThis_90be0d1c		They kept looking over your shoulder into the darkness beyond. You noticed bags under their eyes.	game/script.rpy	3926	"[what]"
thiefWatchThis_2fec0988	t	So what's the plan, chief?	game/script.rpy	3930	t "[what]" nointeract
thiefWatchThis_8dea54e8	pov	I know the password. We can walk straight in the front door.	game/script.rpy	3934	pov "[what]"
thiefWatchThis_444a76b5	pov	I saw the mushroom put in the password. We can walk straight in the front door.	game/script.rpy	3936	pov "[what]"
thiefWatchThis_8a31e83f	t	You devil, you. Lead the way!	game/script.rpy	3937	t "[what]"
thiefWatchThis_31d62045		You walked up to the fig and cut the vines and swamp flowers away to reveal the small blue door, inlaid with precious moonstone and intricate engravings.	game/script.rpy	3938	"[what]"
thiefWatchThis_9c3cc80d	pov	Gorge, guzzle, gulp and grab; never shall this wound scab.	game/script.rpy	3939	pov "[what]"
thiefWatchThis_b3ddaea4	t	Great idea. We'll draw you into a life of crime yet.	game/script.rpy	3942	t "[what]"
thiefWatchThis_7bb3486b		You climbed up through the canopy, holding your pig tight in your arms. Before you knew it, a gaggle of Banksia seeds dropped down all around you. Their many mouths gabbled at you in a crazed frenzy.	game/script.rpy	3946	"[what]"
thiefWatchThis_9164b8f4		You climbed up through the canopy. Before you knew it, a gaggle of Banksia seeds dropped down all around you. Their many mouths gabbled at you with wild abandon.	game/script.rpy	3948	"[what]"
thiefWatchThis_d7e2fd75	sc	That's right, it's me!	game/script.rpy	3949	sc "[what]"
thiefWatchThis_fe8b3bf7	sc	Scraggs McKenzie, the baddest banksia in the bush.	game/script.rpy	3950	sc "[what]"
thiefWatchThis_f9c1a16f	boys	You tell 'em, Scraggs!   Yeah!  You're the best, Scraggs!	game/script.rpy	3951	boys "[what]"
scraggsConvo_f164a725	sc	I bet you weren't expecting to run into me and my boys.	game/script.rpy	3956	sc "[what]" nointeract
scraggsConvo_432f7376	t	Never heard of him.	game/script.rpy	3959	t "[what]"
scraggsConvo_a8523750	sc	What! Everyone's heard of Scraggs McKenzie and the boys.	game/script.rpy	3960	sc "[what]"
scraggsConvo_377ce9b9	boys	You know it, Scraggs!   Yeah!  No-one messes with us!	game/script.rpy	3961	boys "[what]"
scraggsConvo_fdc74218	sc	Why, they call us...	game/script.rpy	3966	sc "[what]"
scraggsConvo_0fb0f95f		Scraggs and company launched into a long, flashy musical number explaining their backstory, the details of which I won't bore you with here.	game/script.rpy	3967	"[what]"
scraggsConvo_8e178f83	boys	...we're just tryna survive, in a world of baa-aad seeeeeeeds!	game/script.rpy	3968	boys "[what]"
scraggsConvo_1f41d999	sc	That's right!	game/script.rpy	3969	sc "[what]"
scraggsConvo_4cee7c91		You and the thief clapped politely.	game/script.rpy	3970	"[what]"
scraggsConvo_f85128ba	sc	NO-ONE gets past Scraggs McKenzie.	game/script.rpy	3973	sc "[what]"
scraggsConvo_3da9ca08	sc	Not without answering one of my riddles first.	game/script.rpy	3974	sc "[what]"
scraggsConvo_cdad1ffa	sc	What walks on 4 legs in the morning, 2 legs at noon, and 3 legs in the evening?	game/script.rpy	3978	sc "[what]" nointeract
scraggsConvo_bc189829	sc	Ha Ha Ha! Wrong!	game/script.rpy	3981	sc "[what]"
scraggsConvo_bc189829_1	sc	Ha Ha Ha! Wrong!	game/script.rpy	3984	sc "[what]"
scraggsConvo_bc189829_2	sc	Ha Ha Ha! Wrong!	game/script.rpy	3987	sc "[what]"
scraggsConvo_093ee08f	sc	That's... that's correct. You may pass.	game/script.rpy	3990	sc "[what]"
scraggsConvo_2f031385	boys	You'll get 'em next time, Scraggs.   Don't worry about it.   We still love you, Scraggs!	game/script.rpy	3991	boys "[what]"
scraggsConvo_a0449159	sc	I know, boys. I know.	game/script.rpy	3992	sc "[what]"
scraggsConvo_ba84646b	sc	Alright, go on through. But if me or my boys see you around here again, you'll be in serious trouble.	game/script.rpy	3993	sc "[what]"
scraggsConvo_88f2aac3		You walked down passed the banksias, and found a little yellow door in the tree.	game/script.rpy	3994	"[what]"
scraggsConvo_ed0ff2aa		You pulled it open and peered down inside.	game/script.rpy	3995	"[what]"
scraggsWrong_bac78671	sc	You're in serious trouble now. Me and my boys are going to make you think twice before you step in this neck of the woods again.	game/script.rpy	3998	sc "[what]"
scraggsWrong_819a1561	boys	That's right, Scraggs.   You've got it handled!   No-one does it like you, Scraggs.	game/script.rpy	3999	boys "[what]"
scraggsWrong_7c324d30	sc	Alright boys, that's enough. Now listen here-	game/script.rpy	4000	sc "[what]"
